WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
T10000004224-MW-3,1100,FE,10/10/2013,UG/L,=,50,37.4005355,-120.7370471,MONITORING,,15,20,EDF,MW-3,MW-3
T10000004224-MW-3,5200,FE,4/5/2018,UG/L,=,50,37.4005355,-120.7370471,MONITORING,,15,20,EDF,MW-3,MW-3
T10000004224-MW-3,9400,FE,1/17/2013,UG/L,=,50,37.4005355,-120.7370471,MONITORING,,15,20,EDF,MW-3,MW-3
T0607700888-MW-3,860,FE,2/12/2003,UG/L,=,0.1,37.9541559,-121.2708454,MONITORING,,,,EDF,MW-3,MW-3
T0607700176-DW-2,2600,FE,11/30/2005,UG/L,=,0.2,37.9498355,-121.3457936,MONITORING,60.58,60,5,EDF,DW-2,DW-2
SL185742938-M-158,0,FE,7/25/2007,UG/L,ND,0.2,37.63557133,-121.0089761,MONITORING,150,130,20,EDF,M-158,M-158
T0607700004-MW-77A,852,FE,8/4/2009,UG/L,=,200,37.7527062,-121.3441456,MONITORING,37.84,,,EDF,MW-77A,MW-77A
T0607700906-MW-3,22000,FE,6/9/2011,UG/L,=,300,38.021074,-121.3570544,MONITORING,,,,EDF,MW-3,MW-3
T0607700906-MW-3,26000,FE,8/29/2011,UG/L,=,300,38.021074,-121.3570544,MONITORING,,,,EDF,MW-3,MW-3
SL186142972-MW-10B,0,FE,12/10/2009,UG/L,ND,0.1,37.8756702,-121.2755657,MONITORING,80,,,EDF,MW-10B,MW-10B
SL186142972-MW-10B,0,FE,9/15/2008,UG/L,ND,0.1,37.8756702,-121.2755657,MONITORING,80,,,EDF,MW-10B,MW-10B
SL186142972-MW-10B,0,FE,3/21/2012,UG/L,ND,0.1,37.8756702,-121.2755657,MONITORING,80,,,EDF,MW-10B,MW-10B
SL186142972-MW-10B,510,FE,3/6/2013,UG/L,=,0.1,37.8756702,-121.2755657,MONITORING,80,,,EDF,MW-10B,MW-10B
SL186142972-MW-10B,544,FE,6/7/2005,UG/L,=,0.1,37.8756702,-121.2755657,MONITORING,80,,,EDF,MW-10B,MW-10B
SL185422914-MW-2,320,FE,3/27/2007,UG/L,=,100,37.7128737,-121.3783951,MONITORING,23,13,10,EDF,MW-2,MW-2
SL185422914-MW-2,380,FE,9/9/2010,UG/L,=,100,37.7128737,-121.3783951,MONITORING,23,13,10,EDF,MW-2,MW-2
SL185422914-MW-2,860,FE,2/16/2006,UG/L,=,100,37.7128737,-121.3783951,MONITORING,23,13,10,EDF,MW-2,MW-2
T0604700163-82-MW-21,47000,FE,7/30/2009,UG/L,=,50,37.2837324,-120.488292,MONITORING,,10,20,EDF,82-MW-21,82-MW-21
T0604700079-MW-J,624,FE,6/27/2006,UG/L,=,0.1,36.9860513,-120.6408499,MONITORING,18.7,,,EDF,MW-J,MW-J
SL205324280-DW-19,0,FE,10/23/2018,UG/L,ND,21,36.9126197,-120.5502253,MONITORING,,30,20,EDF,DW-19,DW-19
SL205324280-DW-19,284,FE,7/26/2018,UG/L,=,21,36.9126197,-120.5502253,MONITORING,,30,20,EDF,DW-19,DW-19
T0609900085-MW-211,530,FE,10/16/2002,UG/L,=,0.05,37.4834842,-120.8496897,MONITORING,,73,5,EDF,MW-211,MW-211
T0609900349-MW-8,0,FE,12/9/2009,UG/L,ND,0.1,37.50113298,-120.8524537,MONITORING,,,,EDF,MW-8,MW-8
L10008252269-MW-7A,0,FE,7/20/2018,UG/L,ND,50,37.91705355,-121.3024682,MONITORING,,45.8,20,EDF,MW-7A,MW-7A
SL185742938-M-113,0,FE,7/14/2009,UG/L,ND,1,37.64365372,-121.0108367,MONITORING,80,55,20,EDF,M-113,M-113
